LAPS,TIME,GAP,INT.,KPH,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE,QUALI TYPE
10,2:25.039,4.197,0.602,173.845,19.0,21,S. Gelael,Pertamina Arden,Spa-Francorchamps,Qualifying Session,16:43:56,Round 8 ,2017-08-27,Unique
10,2:27.008,6.166,1.969,171.517,20.0,16,N. Jeffri,Trident,Spa-Francorchamps,Qualifying Session,16:44:07,Round 8 ,2017-08-27,Unique
9,1:30.982,-,-,229.218,1.0,7,N. Matsushita,ART Grand Prix,Monza,Qualifying Session,16:25:31,Round 9 ,2017-09-03,Unique
9,1:31.071,0.089,-,228.994,2.0,3,N. de Vries,Racing Engineering,Monza,Qualifying Session,16:28:42,Round 9 ,2017-09-03,Unique
9,1:31.239,0.257,0.168,228.573,3.0,18,L. Delétraz,Rapax,Monza,Qualifying Session,16:28:59,Round 9 ,2017-09-03,Unique
9,1:31.266,0.284,0.027,228.505,4.0,6,A. Markelov,RUSSIAN TIME,Monza,Qualifying Session,16:29:52,Round 9 ,2017-09-03,Unique
9,1:31.323,0.341,0.057,228.363,5.0,19,R. Merhi,Rapax,Monza,Qualifying Session,16:53:26,Round 9 ,2017-09-03,Unique
9,1:31.355,0.373,0.032,228.283,6.0,15,J. King,MP Motorsport,Monza,Qualifying Session,16:53:41,Round 9 ,2017-09-03,Unique
10,1:31.378,0.396,0.023,228.225,7.0,1,C. Leclerc,PREMA Racing,Monza,Qualifying Session,16:30:14,Round 9 ,2017-09-03,Unique
8,1:31.426,0.444,0.048,228.105,8.0,2,A. Fuoco,PREMA Racing,Monza,Qualifying Session,16:28:39,Round 9 ,2017-09-03,Unique
8,1:31.482,0.500,0.056,227.966,9.0,17,S. Ferrucci,Trident,Monza,Qualifying Session,16:28:44,Round 9 ,2017-09-03,Unique
9,1:31.511,0.529,0.029,227.893,10.0,8,A. Albon,ART Grand Prix,Monza,Qualifying Session,16:28:32,Round 9 ,2017-09-03,Unique
9,1:31.529,0.547,0.018,227.849,11.0,5,L. Ghiotto,RUSSIAN TIME,Monza,Qualifying Session,16:53:47,Round 9 ,2017-09-03,Unique
8,1:31.653,0.671,0.124,227.54,12.0,14,S. Sette Câmara,MP Motorsport,Monza,Qualifying Session,16:28:58,Round 9 ,2017-09-03,Unique
8,1:31.711,0.729,0.058,227.396,13.0,9,O. Rowland,DAMS,Monza,Qualifying Session,16:29:40,Round 9 ,2017-09-03,Unique
9,1:31.747,0.765,0.036,227.307,14.0,10,N. Latifi,DAMS,Monza,Qualifying Session,16:29:53,Round 9 ,2017-09-03,Unique
9,1:31.772,0.790,0.025,227.245,15.0,20,N. Nato,Pertamina Arden,Monza,Qualifying Session,16:29:56,Round 9 ,2017-09-03,Unique
8,1:31.878,0.896,0.106,226.983,16.0,11,R. Boschung,Campos Racing,Monza,Qualifying Session,16:29:46,Round 9 ,2017-09-03,Unique
8,1:31.942,0.960,0.064,226.825,17.0,4,G. Malja,Racing Engineering,Monza,Qualifying Session,16:29:44,Round 9 ,2017-09-03,Unique
9,1:32.171,1.189,0.229,226.262,18.0,21,S. Gelael,Pertamina Arden,Monza,Qualifying Session,16:26:36,Round 9 ,2017-09-03,Unique
8,1:32.267,1.285,0.096,226.026,19.0,12,R. Visoiu,Campos Racing,Monza,Qualifying Session,16:25:46,Round 9 ,2017-09-03,Unique
7,1:32.373,1.391,0.106,225.767,20.0,16,N. Jeffri,Trident,Monza,Qualifying Session,16:29:05,Round 9 ,2017-09-03,Unique
11,1:24.682,-,-,188.243,1.0,1,C. Leclerc,PREMA Racing,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
10,1:24.942,0.260,-,187.666,2.0,5,L. Ghiotto,RUSSIAN TIME,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
9,1:25.257,0.575,0.315,186.973,3.0,14,S. Sette Câmara,MP Motorsport,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
10,1:25.316,0.634,0.059,186.844,4.0,9,O. Rowland,DAMS,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.422,0.740,0.106,186.612,5.0,6,A. Markelov,RUSSIAN TIME,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
9,1:25.426,0.744,0.004,186.603,6.0,8,A. Albon,ART Grand Prix,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.450,0.768,0.024,186.551,7.0,7,N. Matsushita,ART Grand Prix,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.470,0.788,0.020,186.507,8.0,3,N. de Vries,Racing Engineering,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
14,1:25.477,0.795,0.007,186.492,9.0,10,N. Latifi,DAMS,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.583,0.901,0.106,186.261,10.0,20,N. Nato,Pertamina Arden,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.600,0.918,0.017,186.224,11.0,12,Á. Palou,Campos Racing,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.627,0.945,0.027,186.165,12.0,18,L. Delétraz,Rapax,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.632,0.950,0.005,186.154,13.0,17,S. Ferrucci,Trident,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
10,1:25.653,0.971,0.021,186.109,14.0,15,J. King,MP Motorsport,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.739,1.057,0.086,185.922,15.0,2,A. Fuoco,PREMA Racing,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:25.916,1.234,0.177,185.539,16.0,4,G. Malja,Racing Engineering,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
10,1:26.121,1.439,0.205,185.097,17.0,19,R. Binder,Rapax,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:26.148,1.466,0.027,185.039,18.0,16,N. Jeffri,Trident,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
11,1:26.163,1.481,0.015,185.007,19.0,21,S. Gelael,Pertamina Arden,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
13,1:26.647,1.965,0.484,183.974,20.0,11,R. Boschung,Campos Racing,Jerez de la Frontera,Qualifying Session,-,Round 10 ,2017-10-08,Unique
10,1:41.761,-,-,191.46,1.0,19,L. Norris,Carlin,Sakhir,Qualifying Session,20:36:27,Round 1 ,2018-04-08,Unique
10,1:41.823,0.062,0.062,191.343,2.0,8,G. Russell,ART Grand Prix,Sakhir,Qualifying Session,20:29:31,Round 1 ,2018-04-08,Unique
10,1:41.850,0.089,0.027,191.293,3.0,5,A. Albon,DAMS,Sakhir,Qualifying Session,20:36:20,Round 1 ,2018-04-08,Unique
11,1:41.880,0.119,0.030,191.236,4.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Sakhir,Qualifying Session,20:39:49,Round 1 ,2018-04-08,Unique
9,1:42.174,0.413,0.294,190.686,5.0,20,L. Delétraz,Charouz Racing System,Sakhir,Qualifying Session,20:37:29,Round 1 ,2018-04-08,Unique
11,1:42.221,0.460,0.047,190.598,6.0,18,S. Sette Câmara,Carlin,Sakhir,Qualifying Session,20:33:01,Round 1 ,2018-04-08,Unique
10,1:42.246,0.485,0.025,190.552,7.0,12,N. Fukuzumi,BWT Arden,Sakhir,Qualifying Session,20:38:17,Round 1 ,2018-04-08,Unique
10,1:42.264,0.503,0.018,190.518,8.0,2,T. Makino,RUSSIAN TIME,Sakhir,Qualifying Session,20:37:14,Round 1 ,2018-04-08,Unique
11,1:42.282,0.521,0.018,190.485,9.0,7,J. Aitken,ART Grand Prix,Sakhir,Qualifying Session,20:31:38,Round 1 ,2018-04-08,Unique
9,1:42.336,0.575,0.054,190.384,10.0,11,M. Günther,BWT Arden,Sakhir,Qualifying Session,20:30:30,Round 1 ,2018-04-08,Unique
11,1:42.342,0.581,0.006,190.373,11.0,21,A. Fuoco,Charouz Racing System,Sakhir,Qualifying Session,20:36:24,Round 1 ,2018-04-08,Unique
9,1:42.414,0.653,0.072,190.239,12.0,14,L. Ghiotto,Campos Vexatec Racing,Sakhir,Qualifying Session,20:37:20,Round 1 ,2018-04-08,Unique
11,1:42.423,0.662,0.009,190.222,13.0,9,R. Merhi,MP Motorsport,Sakhir,Qualifying Session,20:41:07,Round 1 ,2018-04-08,Unique
9,1:42.437,0.676,0.014,190.196,14.0,16,A. Maini,Trident,Sakhir,Qualifying Session,20:29:24,Round 1 ,2018-04-08,Unique
10,1:42.447,0.686,0.010,190.178,15.0,6,N. Latifi,DAMS,Sakhir,Qualifying Session,20:37:25,Round 1 ,2018-04-08,Unique
10,1:42.460,0.699,0.013,190.154,16.0,10,R. Boschung,MP Motorsport,Sakhir,Qualifying Session,20:36:37,Round 1 ,2018-04-08,Unique
11,1:42.816,1.055,0.356,189.495,17.0,1,A. Markelov,RUSSIAN TIME,Sakhir,Qualifying Session,20:38:42,Round 1 ,2018-04-08,Unique
11,1:42.818,1.057,0.002,189.492,18.0,17,S. Ferrucci,Trident,Sakhir,Qualifying Session,20:36:47,Round 1 ,2018-04-08,Unique
8,1:43.016,1.255,0.198,189.127,19.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Sakhir,Qualifying Session,20:37:48,Round 1 ,2018-04-08,Unique
9,1:43.350,1.589,0.334,188.516,20.0,15,R. Nissany,Campos Vexatec Racing,Sakhir,Qualifying Session,20:39:56,Round 1 ,2018-04-08,Unique
9,1:54.480,-,-,188.773,1.0,5,A. Albon,DAMS,Baku,Qualifying Session,15:32:25,Round 2 ,2018-04-29,Unique
8,1:54.694,0.214,0.214,188.421,2.0,19,L. Norris,Carlin,Baku,Qualifying Session,15:31:56,Round 2 ,2018-04-29,Unique
10,1:54.842,0.362,0.148,188.178,3.0,8,G. Russell,ART Grand Prix,Baku,Qualifying Session,15:31:54,Round 2 ,2018-04-29,Unique
10,1:54.980,0.500,0.138,187.952,4.0,14,L. Ghiotto,Campos Vexatec Racing,Baku,Qualifying Session,15:16:28,Round 2 ,2018-04-29,Unique
9,1:55.212,0.732,0.012,187.574,5.0,18,S. Sette Câmara,Carlin,Baku,Qualifying Session,15:32:59,Round 2 ,2018-04-29,Unique
9,1:55.236,0.756,0.024,187.535,6.0,7,J. Aitken,ART Grand Prix,Baku,Qualifying Session,15:32:15,Round 2 ,2018-04-29,Unique
9,1:55.474,0.994,0.238,187.148,7.0,16,A. Maini,Trident,Baku,Qualifying Session,15:31:52,Round 2 ,2018-04-29,Unique
9,1:55.728,1.248,0.254,186.737,8.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Baku,Qualifying Session,15:32:14,Round 2 ,2018-04-29,Unique
9,1:55.761,1.281,0.033,186.684,9.0,10,R. Boschung,MP Motorsport,Baku,Qualifying Session,15:32:46,Round 2 ,2018-04-29,Unique
8,1:56.139,1.659,0.169,186.077,10.0,2,T. Makino,RUSSIAN TIME,Baku,Qualifying Session,15:16:40,Round 2 ,2018-04-29,Unique
9,1:56.532,2.052,0.393,185.449,11.0,9,R. Merhi,MP Motorsport,Baku,Qualifying Session,15:32:50,Round 2 ,2018-04-29,Unique
9,1:57.090,2.610,0.558,184.565,12.0,21,A. Fuoco,Charouz Racing System,Baku,Qualifying Session,15:16:10,Round 2 ,2018-04-29,Unique
9,1:57.105,2.625,0.015,184.542,13.0,20,L. Delétraz,Charouz Racing System,Baku,Qualifying Session,15:16:03,Round 2 ,2018-04-29,Unique
10,1:57.508,3.028,0.157,183.909,14.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Baku,Qualifying Session,15:16:08,Round 2 ,2018-04-29,Unique
9,1:57.604,3.124,0.096,183.759,15.0,1,A. Markelov,RUSSIAN TIME,Baku,Qualifying Session,15:32:02,Round 2 ,2018-04-29,Unique
5,2:01.902,7.422,4.298,177.28,16.0,15,R. Nissany,Campos Vexatec Racing,Baku,Qualifying Session,15:15:48,Round 2 ,2018-04-29,Unique
9,1:55.970,1.490,0.209,186.348,17.0,11,M. Günther,BWT Arden,Baku,Qualifying Session,15:24:20,Round 2 ,2018-04-29,Unique
9,1:57.351,2.871,0.246,184.155,18.0,12,N. Fukuzumi,BWT Arden,Baku,Qualifying Session,15:16:13,Round 2 ,2018-04-29,Unique
9,1:55.200,0.720,0.220,187.593,19.0,17,S. Ferrucci,Trident,Baku,Qualifying Session,15:32:09,Round 2 ,2018-04-29,Unique
8,2:02.970,8.490,1.068,175.74,20.0,6,N. Latifi,DAMS,Baku,Qualifying Session,-,Round 2 ,2018-04-29,Unique
11,1:28.142,-,-,190.125,1.0,5,A. Albon,DAMS,Barcelona,Qualifying Session,17:19:38,Round 3 ,2018-05-13,Unique
11,1:28.369,0.227,0.227,189.636,2.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Barcelona,Qualifying Session,17:30:13,Round 3 ,2018-05-13,Unique
11,1:28.400,0.258,0.031,189.57,3.0,14,L. Ghiotto,Campos Vexatec Racing,Barcelona,Qualifying Session,17:30:21,Round 3 ,2018-05-13,Unique
11,1:28.524,0.382,0.124,189.304,4.0,8,G. Russell,ART Grand Prix,Barcelona,Qualifying Session,17:30:03,Round 3 ,2018-05-13,Unique
11,1:28.579,0.437,0.055,189.187,5.0,7,J. Aitken,ART Grand Prix,Barcelona,Qualifying Session,17:29:45,Round 3 ,2018-05-13,Unique
11,1:28.605,0.463,0.026,189.131,6.0,6,N. Latifi,DAMS,Barcelona,Qualifying Session,17:19:10,Round 3 ,2018-05-13,Unique
11,1:28.620,0.478,0.015,189.099,7.0,2,T. Makino,RUSSIAN TIME,Barcelona,Qualifying Session,17:29:55,Round 3 ,2018-05-13,Unique
10,1:28.923,0.781,0.303,188.455,8.0,19,L. Norris,Carlin,Barcelona,Qualifying Session,17:26:03,Round 3 ,2018-05-13,Unique
11,1:28.970,0.828,0.047,188.355,9.0,10,R. Boschung,MP Motorsport,Barcelona,Qualifying Session,17:30:16,Round 3 ,2018-05-13,Unique
11,1:29.081,0.939,0.111,188.12,10.0,9,R. Merhi,MP Motorsport,Barcelona,Qualifying Session,17:30:06,Round 3 ,2018-05-13,Unique
13,1:29.130,0.988,0.049,188.017,11.0,21,A. Fuoco,Charouz Racing System,Barcelona,Qualifying Session,17:29:12,Round 3 ,2018-05-13,Unique
11,1:29.136,0.994,0.006,188.004,12.0,20,L. Delétraz,Charouz Racing System,Barcelona,Qualifying Session,17:04:17,Round 3 ,2018-05-13,Unique
12,1:29.143,1.001,0.007,187.99,13.0,11,M. Günther,BWT Arden,Barcelona,Qualifying Session,17:29:30,Round 3 ,2018-05-13,Unique
5,1:29.256,1.114,0.113,187.752,14.0,18,S. Sette Câmara,Carlin,Barcelona,Qualifying Session,17:31:35,Round 3 ,2018-05-13,Unique
11,1:29.284,1.142,0.028,187.693,15.0,15,R. Nissany,Campos Vexatec Racing,Barcelona,Qualifying Session,17:30:30,Round 3 ,2018-05-13,Unique
11,1:29.307,1.165,0.023,187.644,16.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Barcelona,Qualifying Session,17:30:01,Round 3 ,2018-05-13,Unique
12,1:29.376,1.234,0.069,187.5,17.0,12,N. Fukuzumi,BWT Arden,Barcelona,Qualifying Session,17:29:23,Round 3 ,2018-05-13,Unique
11,1:29.407,1.265,0.031,187.434,18.0,16,A. Maini,Trident,Barcelona,Qualifying Session,17:26:31,Round 3 ,2018-05-13,Unique
11,1:29.585,1.443,0.178,187.062,19.0,1,A. Markelov,RUSSIAN TIME,Barcelona,Qualifying Session,17:27:12,Round 3 ,2018-05-13,Unique
6,1:30.440,2.298,0.855,185.294,20.0,17,S. Ferrucci,Trident,Barcelona,Qualifying Session,17:04:00,Round 3 ,2018-05-13,Unique
10,1:21.737,-,-,146.973,1.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Monte Carlo,Qualifying Session,13:57:35,Round 4 ,2018-05-26,Group B
10,1:21.901,0.164,0.164,146.679,2.0,18,S. Sette Câmara,Carlin,Monte Carlo,Qualifying Session,13:54:14,Round 4 ,2018-05-26,Group B
10,1:22.241,0.504,0.340,146.073,3.0,14,L. Ghiotto,Campos Vexatec Racing,Monte Carlo,Qualifying Session,13:57:39,Round 4 ,2018-05-26,Group B
10,1:22.263,0.526,0.022,146.034,4.0,16,A. Maini,Trident,Monte Carlo,Qualifying Session,13:57:26,Round 4 ,2018-05-26,Group B
10,1:22.307,0.570,0.044,145.955,5.0,10,R. Boschung,MP Motorsport,Monte Carlo,Qualifying Session,13:57:30,Round 4 ,2018-05-26,Group B
9,1:22.420,0.683,0.113,145.755,6.0,2,T. Makino,RUSSIAN TIME,Monte Carlo,Qualifying Session,13:57:07,Round 4 ,2018-05-26,Group B
9,1:22.707,0.970,0.287,145.25,7.0,12,N. Fukuzumi,BWT Arden,Monte Carlo,Qualifying Session,13:57:55,Round 4 ,2018-05-26,Group B
10,1:22.717,0.980,0.010,145.232,8.0,20,L. Delétraz,Charouz Racing System,Monte Carlo,Qualifying Session,13:58:12,Round 4 ,2018-05-26,Group B
11,1:22.977,1.240,0.260,144.777,9.0,8,G. Russell,ART Grand Prix,Monte Carlo,Qualifying Session,13:58:09,Round 4 ,2018-05-26,Group B
10,1:23.157,1.420,0.180,144.464,10.0,6,N. Latifi,DAMS,Monte Carlo,Qualifying Session,13:58:21,Round 4 ,2018-05-26,Group B
9,1:21.727,-,-,146.991,1.0,5,A. Albon,DAMS,Monte Carlo,Qualifying Session,13:34:23,Round 4 ,2018-05-26,Group A
11,1:21.834,0.107,0.107,146.799,2.0,1,A. Markelov,RUSSIAN TIME,Monte Carlo,Qualifying Session,13:32:26,Round 4 ,2018-05-26,Group A
10,1:21.948,0.221,0.114,146.595,3.0,21,A. Fuoco,Charouz Racing System,Monte Carlo,Qualifying Session,13:36:03,Round 4 ,2018-05-26,Group A
10,1:22.408,0.681,0.214,145.777,4.0,17,S. Ferrucci,Trident,Monte Carlo,Qualifying Session,13:33:37,Round 4 ,2018-05-26,Group A
11,1:22.569,0.842,0.161,145.492,5.0,9,R. Merhi,MP Motorsport,Monte Carlo,Qualifying Session,13:33:45,Round 4 ,2018-05-26,Group A
11,1:22.597,0.870,0.028,145.443,6.0,7,J. Aitken,ART Grand Prix,Monte Carlo,Qualifying Session,13:34:56,Round 4 ,2018-05-26,Group A
11,1:22.654,0.927,0.057,145.343,7.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Monte Carlo,Qualifying Session,13:33:41,Round 4 ,2018-05-26,Group A
7,1:22.663,0.936,0.009,145.327,8.0,19,L. Norris,Carlin,Monte Carlo,Qualifying Session,13:29:46,Round 4 ,2018-05-26,Group A
10,1:23.796,2.069,1.133,143.362,9.0,15,R. Nissany,Campos Vexatec Racing,Monte Carlo,Qualifying Session,13:36:16,Round 4 ,2018-05-26,Group A
12,1:44.469,-,-,201.315,1.0,8,G. Russell,ART Grand Prix,Le Castellet,Qualifying Session,18:22:33,Round 5 ,2018-06-24,Unique
10,1:44.635,0.166,0.166,200.995,2.0,5,A. Albon,DAMS,Le Castellet,Qualifying Session,18:23:06,Round 5 ,2018-06-24,Unique
10,1:44.781,0.312,0.146,200.715,3.0,19,L. Norris,Carlin,Le Castellet,Qualifying Session,18:22:42,Round 5 ,2018-06-24,Unique
11,1:45.092,0.623,0.311,200.121,4.0,18,S. Sette Câmara,Carlin,Le Castellet,Qualifying Session,18:22:30,Round 5 ,2018-06-24,Unique
10,1:45.109,0.640,0.017,200.089,5.0,14,L. Ghiotto,Campos Vexatec Racing,Le Castellet,Qualifying Session,18:23:14,Round 5 ,2018-06-24,Unique
10,1:45.143,0.674,0.034,200.024,6.0,7,J. Aitken,ART Grand Prix,Le Castellet,Qualifying Session,18:22:25,Round 5 ,2018-06-24,Unique
10,1:45.250,0.781,0.107,199.821,7.0,1,A. Markelov,RUSSIAN TIME,Le Castellet,Qualifying Session,18:22:46,Round 5 ,2018-06-24,Unique
9,1:45.269,0.800,0.019,199.785,8.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Le Castellet,Qualifying Session,18:02:54,Round 5 ,2018-06-24,Unique
12,1:45.278,0.809,0.009,199.768,9.0,20,L. Delétraz,Charouz Racing System,Le Castellet,Qualifying Session,18:22:56,Round 5 ,2018-06-24,Unique
10,1:45.482,1.013,0.204,199.381,10.0,6,N. Latifi,DAMS,Le Castellet,Qualifying Session,18:23:20,Round 5 ,2018-06-24,Unique
10,1:45.608,1.139,0.126,199.144,11.0,11,M. Günther,BWT Arden,Le Castellet,Qualifying Session,18:23:09,Round 5 ,2018-06-24,Unique
10,1:45.721,1.252,0.113,198.931,12.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Le Castellet,Qualifying Session,18:22:55,Round 5 ,2018-06-24,Unique
11,1:45.739,1.270,0.018,198.897,13.0,17,S. Ferrucci,Trident,Le Castellet,Qualifying Session,18:22:17,Round 5 ,2018-06-24,Unique
10,1:45.753,1.284,0.014,198.87,14.0,9,R. Merhi,MP Motorsport,Le Castellet,Qualifying Session,18:23:12,Round 5 ,2018-06-24,Unique
12,1:45.919,1.450,0.166,198.559,15.0,21,A. Fuoco,Charouz Racing System,Le Castellet,Qualifying Session,18:06:38,Round 5 ,2018-06-24,Unique
10,1:45.945,1.476,0.026,198.51,16.0,2,T. Makino,RUSSIAN TIME,Le Castellet,Qualifying Session,18:02:23,Round 5 ,2018-06-24,Unique
11,1:46.021,1.552,0.076,198.368,17.0,16,A. Maini,Trident,Le Castellet,Qualifying Session,18:22:41,Round 5 ,2018-06-24,Unique
11,1:46.060,1.591,0.039,198.295,18.0,12,N. Fukuzumi,BWT Arden,Le Castellet,Qualifying Session,18:23:02,Round 5 ,2018-06-24,Unique
10,1:46.150,1.681,0.090,198.127,19.0,15,R. Nissany,Campos Vexatec Racing,Le Castellet,Qualifying Session,18:23:23,Round 5 ,2018-06-24,Unique
6,1:46.500,2.031,0.350,197.476,20.0,10,R. Boschung,MP Motorsport,Le Castellet,Qualifying Session,18:06:02,Round 5 ,2018-06-24,Unique
14,1:13.541,-,-,211.375,1.0,8,G. Russell,ART Grand Prix,Spielberg,Qualifying Session,17:24:19,Round 6 ,2018-07-01,Unique
14,1:13.779,0.238,0.238,210.694,2.0,19,L. Norris,Carlin,Spielberg,Qualifying Session,17:21:53,Round 6 ,2018-07-01,Unique
13,1:13.823,0.282,0.044,210.568,3.0,18,S. Sette Câmara,Carlin,Spielberg,Qualifying Session,17:21:56,Round 6 ,2018-07-01,Unique
14,1:13.961,0.420,0.138,210.175,4.0,7,J. Aitken,ART Grand Prix,Spielberg,Qualifying Session,17:21:15,Round 6 ,2018-07-01,Unique
14,1:13.999,0.458,0.038,210.067,5.0,16,A. Maini,Trident,Spielberg,Qualifying Session,17:24:34,Round 6 ,2018-07-01,Unique
13,1:14.014,0.473,0.015,210.025,6.0,11,M. Günther,BWT Arden,Spielberg,Qualifying Session,17:21:59,Round 6 ,2018-07-01,Unique
14,1:14.104,0.563,0.090,209.77,7.0,20,L. Delétraz,Charouz Racing System,Spielberg,Qualifying Session,17:24:26,Round 6 ,2018-07-01,Unique
14,1:14.115,0.574,0.011,209.738,8.0,5,A. Albon,DAMS,Spielberg,Qualifying Session,17:22:13,Round 6 ,2018-07-01,Unique
14,1:14.171,0.630,0.056,209.58,9.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Spielberg,Qualifying Session,17:24:09,Round 6 ,2018-07-01,Unique
14,1:14.201,0.660,0.030,209.495,10.0,2,T. Makino,RUSSIAN TIME,Spielberg,Qualifying Session,17:21:45,Round 6 ,2018-07-01,Unique
16,1:14.309,0.768,0.108,209.191,11.0,14,L. Ghiotto,Campos Vexatec Racing,Spielberg,Qualifying Session,17:22:06,Round 6 ,2018-07-01,Unique
14,1:14.323,0.782,0.014,209.151,12.0,9,R. Merhi,MP Motorsport,Spielberg,Qualifying Session,17:25:01,Round 6 ,2018-07-01,Unique
14,1:14.330,0.789,0.007,209.132,13.0,21,A. Fuoco,Charouz Racing System,Spielberg,Qualifying Session,17:24:24,Round 6 ,2018-07-01,Unique
14,1:14.334,0.793,0.004,209.12,14.0,17,S. Ferrucci,Trident,Spielberg,Qualifying Session,17:22:08,Round 6 ,2018-07-01,Unique
16,1:14.363,0.822,0.029,209.039,15.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Spielberg,Qualifying Session,17:21:36,Round 6 ,2018-07-01,Unique
14,1:14.389,0.848,0.026,208.966,16.0,10,R. Boschung,MP Motorsport,Spielberg,Qualifying Session,17:22:10,Round 6 ,2018-07-01,Unique
14,1:14.400,0.859,0.011,208.935,17.0,12,N. Fukuzumi,BWT Arden,Spielberg,Qualifying Session,17:24:37,Round 6 ,2018-07-01,Unique
15,1:14.589,1.048,0.189,208.406,18.0,1,A. Markelov,RUSSIAN TIME,Spielberg,Qualifying Session,17:07:44,Round 6 ,2018-07-01,Unique
14,1:14.700,1.159,0.111,208.096,19.0,6,N. Latifi,DAMS,Spielberg,Qualifying Session,17:25:08,Round 6 ,2018-07-01,Unique
16,1:15.436,1.895,0.736,206.066,20.0,15,R. Nissany,Campos Vexatec Racing,Spielberg,Qualifying Session,17:24:50,Round 6 ,2018-07-01,Unique
12,1:39.989,-,-,212.099,1.0,8,G. Russell,ART Grand Prix,Silverstone,Qualifying Session,16:41:21,Round 7 ,2018-07-08,Unique
10,1:40.065,0.076,0.076,211.938,2.0,5,A. Albon,DAMS,Silverstone,Qualifying Session,16:41:48,Round 7 ,2018-07-08,Unique
13,1:40.094,0.105,0.029,211.876,3.0,21,A. Fuoco,Charouz Racing System,Silverstone,Qualifying Session,16:42:14,Round 7 ,2018-07-08,Unique
8,1:40.190,0.201,0.096,211.673,4.0,20,L. Delétraz,Charouz Racing System,Silverstone,Qualifying Session,16:41:39,Round 7 ,2018-07-08,Unique
11,1:40.234,0.245,0.044,211.58,5.0,18,S. Sette Câmara,Carlin,Silverstone,Qualifying Session,16:42:03,Round 7 ,2018-07-08,Unique
11,1:40.396,0.407,0.162,211.239,6.0,19,L. Norris,Carlin,Silverstone,Qualifying Session,16:42:08,Round 7 ,2018-07-08,Unique
10,1:40.512,0.523,0.116,210.995,7.0,16,A. Maini,Trident,Silverstone,Qualifying Session,16:41:35,Round 7 ,2018-07-08,Unique
13,1:40.590,0.601,0.078,210.832,8.0,1,A. Markelov,RUSSIAN TIME,Silverstone,Qualifying Session,16:46:13,Round 7 ,2018-07-08,Unique
11,1:40.707,0.718,0.117,210.587,9.0,14,L. Ghiotto,Campos Vexatec Racing,Silverstone,Qualifying Session,16:41:45,Round 7 ,2018-07-08,Unique
11,1:40.786,0.797,0.079,210.422,10.0,11,M. Günther,BWT Arden,Silverstone,Qualifying Session,16:41:00,Round 7 ,2018-07-08,Unique
12,1:40.847,0.858,0.061,210.294,11.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Silverstone,Qualifying Session,16:41:10,Round 7 ,2018-07-08,Unique
11,1:40.863,0.874,0.016,210.261,12.0,7,J. Aitken,ART Grand Prix,Silverstone,Qualifying Session,16:45:21,Round 7 ,2018-07-08,Unique
12,1:40.994,1.005,0.131,209.988,13.0,9,R. Merhi,MP Motorsport,Silverstone,Qualifying Session,16:42:11,Round 7 ,2018-07-08,Unique
