LAPS,TIME,GAP,INT.,KPH,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE,QUALI TYPE
12,1:30.356,1.744,0.140,186.263,21.0,23,C. Bölükbasi,Charouz Racing System,Barcelona,Qualifying Session,18:56:12,Round 4 ,2022-05-22,Unique
9,1:21.535,-,-,147.337,1.0,10,T. Pourchaire,ART Grand Prix,Monte Carlo,Qualifying Session,12:17:42,Round 5 ,2022-05-29,Group B
9,1:21.618,0.083,0.083,147.188,2.0,8,J. Vips,Hitech Grand Prix,Monte Carlo,Qualifying Session,12:17:37,Round 5 ,2022-05-29,Group B
10,1:21.719,0.184,0.101,147.006,3.0,22,E. Fittipaldi,Charouz Racing System,Monte Carlo,Qualifying Session,12:17:00,Round 5 ,2022-05-29,Group B
9,1:21.928,0.393,0.209,146.631,4.0,2,J. Daruvala,PREMA Racing,Monte Carlo,Qualifying Session,12:15:56,Round 5 ,2022-05-29,Group B
9,1:22.011,0.476,0.083,146.482,5.0,24,J. Hughes,Van Amersfoort Racing,Monte Carlo,Qualifying Session,12:15:47,Round 5 ,2022-05-29,Group B
9,1:22.017,0.482,0.006,146.472,6.0,16,R. Nissany,DAMS,Monte Carlo,Qualifying Session,12:17:47,Round 5 ,2022-05-29,Group B
9,1:22.072,0.537,0.055,146.373,7.0,6,L. Sargeant,Carlin,Monte Carlo,Qualifying Session,12:17:34,Round 5 ,2022-05-29,Group B
10,1:23.180,1.645,1.108,144.424,8.0,12,C. Novalak,MP Motorsport,Monte Carlo,Qualifying Session,12:16:56,Round 5 ,2022-05-29,Group B
9,1:23.241,1.706,0.061,144.318,9.0,4,M. Sato,Virtuosi Racing,Monte Carlo,Qualifying Session,12:17:52,Round 5 ,2022-05-29,Group B
9,1:23.498,1.963,0.257,143.874,10.0,14,O. Caldwell,Campos Racing,Monte Carlo,Qualifying Session,12:17:30,Round 5 ,2022-05-29,Group B
10,1:21.348,-,-,147.676,1.0,11,F. Drugovich,MP Motorsport,Monte Carlo,Qualifying Session,11:53:24,Round 5 ,2022-05-29,Group A
11,1:21.432,0.084,0.084,147.524,2.0,3,J. Doohan,Virtuosi Racing,Monte Carlo,Qualifying Session,11:56:39,Round 5 ,2022-05-29,Group A
11,1:21.499,0.151,0.067,147.403,3.0,5,L. Lawson,Carlin,Monte Carlo,Qualifying Session,11:53:39,Round 5 ,2022-05-29,Group A
11,1:21.734,0.386,0.235,146.979,4.0,7,M. Armstrong,Hitech Grand Prix,Monte Carlo,Qualifying Session,11:53:59,Round 5 ,2022-05-29,Group A
11,1:21.817,0.469,0.083,146.83,5.0,1,D. Hauger,PREMA Racing,Monte Carlo,Qualifying Session,11:53:29,Round 5 ,2022-05-29,Group A
10,1:21.859,0.511,0.042,146.754,6.0,15,R. Boschung,Campos Racing,Monte Carlo,Qualifying Session,11:50:48,Round 5 ,2022-05-29,Group A
